SOURCE_FILE,ROUTE_BOOK,ZONE,DAY_OF_WEEK,WEEKS_OF_MONTH,STEP_NUMBER,STREET_NAME,SIDE,FROM_STREET,TO_STREET,TIME_START,TIME_END,FROM_CNN,TO_CNN
BIZ 1.pdf,RICHMOND RT #1,C,Friday,,1,Fulton St,Right,38th Ave,36th Ave,7:00:00 AM,8:00:00 AM,27864000,27830000
BIZ 1.pdf,RICHMOND RT #1,C,Friday,,2,Balboa St,Right,42nd Ave,32nd Ave,7:00:00 AM,8:00:00 AM,27907000,27837000
BIZ 1.pdf,RICHMOND RT #1,C,Friday,,3,32nd Ave,Right,Balboa St,Geary Blvd,7:00:00 AM,8:00:00 AM,27837000,27853000
BIZ 1.pdf,RICHMOND RT #1,C,Friday,,4,Geary Blvd,Right,32nd Ave,30th Ave,7:00:00 AM,8:00:00 AM,27853000,27840000
BIZ 1.pdf,RICHMOND RT #1,C,Friday,,5,30th Ave,Right,Geary Blvd,Balboa St,7:00:00 AM,8:00:00 AM,27840000,27833000
BIZ 1.pdf,RICHMOND RT #1,C,Friday,,6,Geary Blvd,Right,30th Ave,05th Ave,7:00:00 AM,8:00:00 AM,27840000,27249000
BIZ 1.pdf,RICHMOND RT #1,C,Friday,,7,Anza St,Right,05th Ave,06th Ave,7:00:00 AM,8:00:00 AM,27244000,27275000
BIZ 1.pdf,RICHMOND RT #1,C,Friday,,8,Geary Blvd,Right,05th Ave,Arguello Blvd,7:00:00 AM,8:00:00 AM,27249000,27230000
BIZ 1.pdf,RICHMOND RT #1,C,Friday,,9,Clement St,Right,Arguello Blvd,14th Ave,7:00:00 AM,8:00:00 AM,27232000,27485000
BIZ 1.pdf,RICHMOND RT #1,C,Monday,"1st, 3rd, 5th",1,Balboa St,Right,42ND AVE,32ND AVE,7:00 AM,8:00 AM,27907000,27837000
BIZ 1.pdf,RICHMOND RT #1,C,Monday,"1st, 3rd, 5th",2,32nd Ave,Right,BALBOA ST,GEARY BLVD,7:00 AM,8:00 AM,27837000,27853000
BIZ 1.pdf,RICHMOND RT #1,C,Monday,"1st, 3rd, 5th",3,Geary Blvd,Right,32ND AVE,ARGUELLO BLVD,7:00 AM,8:00 AM,27853000,27230000
BIZ 1.pdf,RICHMOND RT #1,C,Monday,"1st, 3rd, 5th",4,Clement St,Right,ARGUELLO BLVD,14TH AVE,7:00 AM,8:00 AM,27232000,27485000
BIZ 1.pdf,RICHMOND RT #1,C,Monday,"1st, 3rd, 5th",5,Clement St,Right,18TH AVE,27TH AVE,7:00 AM,8:00 AM,27503000,27559000
BIZ 1.pdf,RICHMOND RT #1,C,Thursday,,1,29th Ave,Right,CLEMENT ST,GEARY BLVD,7:00 AM,8:00 AM,27842000,27839000
BIZ 1.pdf,RICHMOND RT #1,C,Thursday,,2,Clement St,Right,27TH AVE,18TH AVE,7:00 AM,8:00 AM,27559000,27503000
BIZ 1.pdf,RICHMOND RT #1,C,Thursday,,3,Clement St,Right,14TH AVE,ARGUELLO BLVD,7:00 AM,8:00 AM,27485000,27232000
BIZ 1.pdf,RICHMOND RT #1,C,Thursday,,4,Geary Blvd,Right,ARGUELLO BLVD,32ND AVE,7:00 AM,8:00 AM,27230000,27853000
BIZ 1.pdf,RICHMOND RT #1,C,Thursday,,5,32nd Ave,Right,GEARY BLVD,BALBOA ST,7:00 AM,8:00 AM,27853000,27837000
BIZ 1.pdf,RICHMOND RT #1,C,Thursday,,6,Balboa St,Right,32ND AVE,42ND AVE,7:00 AM,8:00 AM,27837000,27907000
BIZ 1.pdf,RICHMOND RT #1,C,Tuesday,,1,30th Ave,Right,Geary Blvd,Clement St,7:00:00 AM,8:00:00 AM,27840000,27843000
BIZ 1.pdf,RICHMOND RT #1,C,Tuesday,,2,Clement St,Right,27th Ave,23rd Ave,7:00:00 AM,8:00:00 AM,27559000,27543000
BIZ 1.pdf,RICHMOND RT #1,C,Tuesday,,3,23rd Ave,Right,Clement St,California St,7:00:00 AM,8:00:00 AM,27543000,27647000
BIZ 1.pdf,RICHMOND RT #1,C,Tuesday,,4,Clement St,Right,23rd Ave,18th Ave,7:00:00 AM,8:00:00 AM,27543000,27503000
BIZ 1.pdf,RICHMOND RT #1,C,Tuesday,,5,Clement St,Right,14th Ave,Arguello Blvd,7:00:00 AM,8:00:00 AM,27485000,27232000
BIZ 1.pdf,RICHMOND RT #1,C,Tuesday,,6,Geary Blvd,Right,Arguello Blvd,32nd Ave,7:00:00 AM,8:00:00 AM,27230000,27853000
BIZ 1.pdf,RICHMOND RT #1,C,Tuesday,,7,32nd Ave,Right,Geary Blvd,Balboa St,7:00:00 AM,8:00:00 AM,27853000,27837000
BIZ 1.pdf,RICHMOND RT #1,C,Tuesday,,8,Balboa St,Right,32nd Ave,42nd Ave,7:00:00 AM,8:00:00 AM,27837000,27907000
BIZ 1.pdf,RICHMOND RT #1,C,Tuesday,,9,La Playa St,Right,Cabrillo St,Balboa St,7:00:00 AM,8:00:00 AM,27980000,28008000
BIZ 1.pdf,RICHMOND RT #1,C,Wednesday,,1,Balboa St,Right,42ND AVE,32ND AVE,7:00 AM,8:00 AM,27907000,27837000
BIZ 1.pdf,RICHMOND RT #1,C,Wednesday,,2,32nd Ave,Right,BALBOA ST,GEARY BLVD,7:00 AM,8:00 AM,27837000,27853000
BIZ 1.pdf,RICHMOND RT #1,C,Wednesday,,3,Geary Blvd,Right,32ND AVE,ARGUELLO BLVD,7:00 AM,8:00 AM,27853000,27230000
BIZ 1.pdf,RICHMOND RT #1,C,Wednesday,,4,Clement St,Right,ARGUELLO BLVD,14TH AVE,7:00 AM,8:00 AM,27232000,27485000
BIZ 1.pdf,RICHMOND RT #1,C,Wednesday,,5,Clement St,Right,18TH AVE,27TH AVE,7:00 AM,8:00 AM,27503000,27559000
BIZ 12.pdf,LAKEVIEW RT #12,E,Friday,"2nd, 4th",1,Judson Avenue,Right,Hazelwood Avenue,Edna Street,7:00 AM,8:00 AM,22240000,22158000
BIZ 12.pdf,LAKEVIEW RT #12,E,Friday,"2nd, 4th",2,Geneva Avenue,Right,Ocean Avenue,San Jose Avenue,7:00 AM,8:00 AM,22192000,22105000
BIZ 12.pdf,LAKEVIEW RT #12,E,Friday,"2nd, 4th",3,Randolph Street,Right,Orizaba Avenue,19th Avenue,7:00 AM,8:00 AM,22497000,22543000
BIZ 12.pdf,LAKEVIEW RT #12,E,Friday,"2nd, 4th",4,19th Avenue,Right,Randolph Street,Junipero Serra Boulevard,7:00 AM,8:00 AM,22543000,22556000
BIZ 12.pdf,LAKEVIEW RT #12,E,Friday,"2nd, 4th",5,Ocean Avenue,Right,19th Avenue,Geneva Avenue,7:00 AM,8:00 AM,23079000,22192000
BIZ 12.pdf,LAKEVIEW RT #12,E,Monday,"2nd, 4th",1,Geneva Avenue,Right,San Jose Avenue,Ocean Avenue,7:00 AM,8:00 AM,22105000,22192000
BIZ 12.pdf,LAKEVIEW RT #12,E,Monday,"2nd, 4th",2,Ocean Avenue,Right,Phelan Avenue,Aptos Avenue,7:00 AM,8:00 AM,,
BIZ 12.pdf,LAKEVIEW RT #12,E,Monday,"2nd, 4th",3,Aptos Avenue,Right,Ocean Avenue,Upland Drive,7:00 AM,8:00 AM,22757000,22769000
BIZ 12.pdf,LAKEVIEW RT #12,E,Monday,"2nd, 4th",4,Upland Drive,Right,Aptos Avenue,Westgate Drive,7:00 AM,8:00 AM,22769000,22760000
BIZ 12.pdf,LAKEVIEW RT #12,E,Monday,"2nd, 4th",5,Ocean Avenue,Right,Aptos Avenue,Junipero Serra Boulevard,7:00 AM,8:00 AM,22757000,23070000
BIZ 12.pdf,LAKEVIEW RT #12,E,Monday,"2nd, 4th",6,Darien Way,Right,Junipero Serra Boulevard,San Fernando Way,7:00 AM,8:00 AM,22797000,22792000
BIZ 12.pdf,LAKEVIEW RT #12,E,Monday,"2nd, 4th",7,San Fernando Way,Left,Darien Way,Ocean Avenue,7:00 AM,8:00 AM,22792000,22795000
BIZ 12.pdf,LAKEVIEW RT #12,E,Monday,"2nd, 4th",8,Ocean Avenue,Right,Junipero Serra Boulevard,19th Avenue,7:00 AM,8:00 AM,23070000,23079000
BIZ 12.pdf,LAKEVIEW RT #12,E,Monday,"2nd, 4th",9,19th Avenue,Right,Junipero Serra Boulevard,Randolph Street,7:00 AM,8:00 AM,22556000,22543000
BIZ 12.pdf,LAKEVIEW RT #12,E,Monday,"2nd, 4th",10,Randolph Street,Right,19th Avenue,Orizaba Avenue,7:00 AM,8:00 AM,22543000,22497000
BIZ 12.pdf,LAKEVIEW RT #12,E,Thursday,"2nd, 4th",1,Ocean Avenue,Right,San Jose Avenue,San Benito Way,7:00 AM,8:00 AM,22102000,22771000
BIZ 12.pdf,LAKEVIEW RT #12,E,Thursday,"2nd, 4th",2,Upland Drive,Right,Westgate Drive,Aptos Avenue,7:00 AM,8:00 AM,22760000,22769000
BIZ 12.pdf,LAKEVIEW RT #12,E,Thursday,"2nd, 4th",3,Aptos Avenue,Right,Upland Drive,Ocean Avenue,7:00 AM,8:00 AM,22769000,22757000
BIZ 12.pdf,LAKEVIEW RT #12,E,Thursday,"2nd, 4th",4,Ocean Avenue,Right,San Benito Way,19th Avenue,7:00 AM,8:00 AM,22771000,23079000
BIZ 12.pdf,LAKEVIEW RT #12,E,Thursday,"2nd, 4th",5,19th Avenue,Right,Junipero Serra Boulevard,Randolph Street,7:00 AM,8:00 AM,22556000,22543000
BIZ 12.pdf,LAKEVIEW RT #12,E,Thursday,"2nd, 4th",6,Randolph Street,Right,19th Avenue,Orizaba Avenue,7:00 AM,8:00 AM,22543000,22497000
BIZ 12.pdf,LAKEVIEW RT #12,E,Wednesday,"2nd, 4th",1,Randolph Street,Right,Orizaba Avenue,19th Avenue,7:00 AM,8:00 AM,22497000,22543000
BIZ 12.pdf,LAKEVIEW RT #12,E,Wednesday,"2nd, 4th",2,19th Avenue,Right,Randolph Street,Junipero Serra Boulevard,7:00 AM,8:00 AM,22543000,22556000
BIZ 12.pdf,LAKEVIEW RT #12,E,Wednesday,"2nd, 4th",3,Ocean Avenue,Right,19th Avenue,San Jose Avenue,7:00 AM,8:00 AM,23079000,22102000
BIZ 12.pdf,"MISSION, NIGHT RT #23",,Tuesday,"2nd, 4th",1,Brazil Avenue,Right,La Grande Avenue,East End,7:00 AM,8:00 AM,,
BIZ 12.pdf,"MISSION, NIGHT RT #23",,Tuesday,"2nd, 4th",2,Brazil Avenue,Right,East End,La Grande Avenue,7:00 AM,8:00 AM,,
BIZ 13.pdf,NOE VALLEY RT #13,D,Monday,"1st, 3rd, 5th",1,Harrison Street,Right,Cesar Chavez Street,Precita Avenue,6:00 AM,8:00 AM,21173000,21168000
BIZ 13.pdf,NOE VALLEY RT #13,D,Monday,"1st, 3rd, 5th",2,Shotwell Street,Right,Precita Avenue,Cesar Chavez Street,6:00 AM,8:00 AM,21291000,21290000
BIZ 13.pdf,NOE VALLEY RT #13,D,Monday,"1st, 3rd, 5th",3,Mission Street,Right,Cesar Chavez Street,Brook Street,6:00 AM,8:00 AM,21304000,
BIZ 13.pdf,NOE VALLEY RT #13,D,Monday,"1st, 3rd, 5th",4,Brook Street,Right,Mission Street,San Jose Avenue,6:00 AM,8:00 AM,21264000,21840000
BIZ 13.pdf,NOE VALLEY RT #13,D,Monday,"1st, 3rd, 5th",5,Mission Street,Right,Highland Avenue,Trumbull Street,6:00 AM,8:00 AM,21829000,21703000
BIZ 13.pdf,NOE VALLEY RT #13,D,Monday,"1st, 3rd, 5th",6,Mission Street,Right,Crescent Avenue,Highland Avenue,6:00 AM,8:00 AM,21820000,21829000
BIZ 13.pdf,NOE VALLEY RT #13,D,Monday,"1st, 3rd, 5th",7,Mission Street,Right,Santa Marina Street,Cesar Chavez Street,6:00 AM,8:00 AM,21264000,21304000
BIZ 13.pdf,NOE VALLEY RT #13,D,Monday,"1st, 3rd, 5th",8,Valencia Street,Right,21st Street,24th Street,6:00 AM,8:00 AM,24119000,24101000
BIZ 13.pdf,NOE VALLEY RT #13,D,Monday,"1st, 3rd, 5th",9,24th Street,Right,Chattanooga Street,Castro Street,6:00 AM,8:00 AM,25619000,25744000
BIZ 13.pdf,NOE VALLEY RT #13,D,Monday,"1st, 3rd, 5th",10,Castro Street,Right,24th Street,25th Street,6:00 AM,8:00 AM,25744000,25743000
BIZ 13.pdf,NOE VALLEY RT #13,D,Monday,"1st, 3rd, 5th",11,25th Street,Right,Castro Street,Noe Street,6:00 AM,8:00 AM,25743000,25735000
BIZ 13.pdf,NOE VALLEY RT #13,D,Monday,"1st, 3rd, 5th",12,Valencia Street,Right,24th Street,Mission Street,6:00 AM,8:00 AM,24101000,21338000
BIZ 13.pdf,NOE VALLEY RT #13,D,Monday,"1st, 3rd, 5th",13,Dolores Street,Right,San Jose Avenue,21st Street,7:00 AM,9:00 AM,21837000,25635000
BIZ 13.pdf,NOE VALLEY RT #13,D,Monday,"1st, 3rd, 5th",14,Guerrero Street,Right,21st Street,San Jose Avenue,7:00 AM,9:00 AM,25627000,
BIZ 13.pdf,NOE VALLEY RT #13,D,Monday,"1st, 3rd, 5th",15,San Jose Avenue,Right,Guerrero Street,Dolores Street,7:00 AM,9:00 AM,21351000,21837000
BIZ 16.pdf,INNER SUNSET RT #16,F,Friday,,1,Judah St,Right,07th Ave,19th Ave,7:00 AM,8:00 AM,27143000,22990000
BIZ 16.pdf,INNER SUNSET RT #16,F,Friday,,1,Taraval St,Right,17th Ave,14th Ave,7:00 AM,8:00 AM,23179000,22990000
BIZ 16.pdf,INNER SUNSET RT #16,F,Friday,,2,Irving St,Right,19th Ave,07th Ave,7:00 AM,8:00 AM,27372000,27149000
BIZ 16.pdf,INNER SUNSET RT #16,F,Friday,,3,09th Ave,Right,Judah St,Lincoln Way,7:00 AM,8:00 AM,27147000,27156000
BIZ 16.pdf,INNER SUNSET RT #16,F,Friday,,4,Lincoln Way,Right,09th Ave,19th Ave,7:00 AM,8:00 AM,27156000,27374000
BIZ 16.pdf,INNER SUNSET RT #16,F,Monday,"2nd, 4th",1,Lenox Way,Right,Ulloa St,Taraval St,7:00 AM,8:00 AM,22963000,22965000
BIZ 16.pdf,INNER SUNSET RT #16,F,Monday,"2nd, 4th",1,Judah St,Right,19th Ave,07th Ave,7:00 AM,8:00 AM,27366000,22965000
BIZ 16.pdf,INNER SUNSET RT #16,F,Monday,"2nd, 4th",2,Taraval St,Right,14th Ave,19th Ave,7:00 AM,8:00 AM,22990000,23183000
BIZ 16.pdf,INNER SUNSET RT #16,F,Monday,"2nd, 4th",2,Irving St,Right,07th Ave,10th Ave,7:00 AM,8:00 AM,27149000,23183000
BIZ 16.pdf,INNER SUNSET RT #16,F,Monday,"2nd, 4th",3,18th Ave,Right,Santiago St,Taraval St,7:00 AM,8:00 AM,23185000,23182000
BIZ 16.pdf,INNER SUNSET RT #16,F,Monday,"2nd, 4th",3,09th Ave,Right,Lincoln Way,Judah St,7:00 AM,8:00 AM,27156000,23182000
BIZ 16.pdf,INNER SUNSET RT #16,F,Monday,"2nd, 4th",4,Irving St,Right,10th Ave,19th Ave,7:00 AM,8:00 AM,27155000,27372000
BIZ 16.pdf,INNER SUNSET RT #16,F,Monday,"2nd, 4th",5,18th Ave,Right,Irving St,Judah St,7:00 AM,8:00 AM,27371000,27365000
BIZ 16.pdf,INNER SUNSET RT #16,F,Tuesday,,1,Kirkham St,Right,05th Ave,East/End,7:00 AM,8:00 AM,27074000,22882000
BIZ 16.pdf,INNER SUNSET RT #16,F,Tuesday,,1,Taraval St,Right,17th Ave,Claremont Blvd,7:00 AM,8:00 AM,23179000,22882000
BIZ 16.pdf,INNER SUNSET RT #16,F,Tuesday,,2,Judah St,Right,05th Ave,10th Ave,7:00 AM,8:00 AM,27075000,27037000
BIZ 16.pdf,INNER SUNSET RT #16,F,Tuesday,,2,Laguna Honda Blvd,Right,Woodside Ave,Clarendon Ave,7:00 AM,8:00 AM,22863000,27037000
BIZ 16.pdf,INNER SUNSET RT #16,F,Tuesday,,3,Irving St,Right,19th Ave,Arguello Blvd,7:00 AM,8:00 AM,27372000,27067000
BIZ 16.pdf,INNER SUNSET RT #16,F,Tuesday,,4,09th Ave,Right,Judah St,Lincoln Way,7:00 AM,8:00 AM,27147000,27156000
BIZ 16.pdf,INNER SUNSET RT #16,F,Wednesday,,1,Taraval St,Right,Claremont Blvd,17th Ave,7:00 AM,8:00 AM,22882000,23179000
BIZ 16.pdf,INNER SUNSET RT #16,F,Wednesday,,1,Judah St,Right,,,7:00 AM,8:00 AM,,
BIZ 16.pdf,INNER SUNSET RT #16,F,Wednesday,,2,Kirkham St,Right,,,7:00 AM,8:00 AM,,
BIZ 16.pdf,INNER SUNSET RT #16,F,Wednesday,,3,Irving St,Right,,,7:00 AM,8:00 AM,,
BIZ 16.pdf,INNER SUNSET RT #16,F,Wednesday,,4,09th Ave,Right,,,7:00 AM,8:00 AM,,
BIZ 16.pdf,INNER SUNSET RT #16,F,Wednesday,,5,Irving St,Right,10th Ave,East/End,7:00 AM,8:00 AM,27155000,
BIZ 16.pdf,INNER SUNSET RT #16,F,Wednesday,,6,Irving St,Right,Arguello Blvd,Lincoln Way,7:00 AM,8:00 AM,27067000,
BIZ 16.pdf,INNER SUNSET RT #16,F,Wednesday,,7,Irving St,Right,Lincoln Way,10th Ave,7:00 AM,8:00 AM,,
BIZ 16.pdf,INNER SUNSET RT #16,F,Wednesday,,8,Irving St,Right,10th Ave,Judah St,7:00 AM,8:00 AM,27155000,
BIZ 17.pdf,PARK MERCED/ST. FRANCIS RT #17,F,Monday,"1st, 3rd, 5th",1,Portola Dr,Right,Evelyn Way,"Fowler Ave, Sydney Way",7:00:00 AM,8:00:00 AM,22433000,
BIZ 17.pdf,PARK MERCED/ST. FRANCIS RT #17,F,Monday,"1st, 3rd, 5th",2,Fowler Ave,Right,Juanita Way,"Portola Dr, Sydney Way",7:00:00 AM,8:00:00 AM,22420000,22424000
BIZ 17.pdf,PARK MERCED/ST. FRANCIS RT #17,F,Monday,"1st, 3rd, 5th",3,Portola Dr,Right,"Fowler Ave, Sydney Way",Teresita Blvd,7:00:00 AM,8:00:00 AM,,
BIZ 17.pdf,PARK MERCED/ST. FRANCIS RT #17,F,Monday,"1st, 3rd, 5th",4,Teresita Blvd,Right,Portola Dr,Juanita Way,7:00:00 AM,8:00:00 AM,22437000,22421000
BIZ 17.pdf,PARK MERCED/ST. FRANCIS RT #17,F,Monday,"1st, 3rd, 5th",5,Portola Dr,Right,Teresita Blvd,O'Shaughnessy Blvd,7:00:00 AM,8:00:00 AM,22437000,
BIZ 17.pdf,PARK MERCED/ST. FRANCIS RT #17,F,Monday,"1st, 3rd, 5th",6,Lake Merced Blvd,Right,,,7:00:00 AM,8:00:00 AM,,
BIZ 17.pdf,PARK MERCED/ST. FRANCIS RT #17,F,Monday,"1st, 3rd, 5th",7,Vidal Dr,Center,,,7:00:00 AM,8:00:00 AM,,
BIZ 17.pdf,PARK MERCED/ST. FRANCIS RT #17,F,Monday,"1st, 3rd, 5th",8,Lake Merced Blvd,Right,,,7:00:00 AM,8:00:00 AM,,
BIZ 17.pdf,PARK MERCED/ST. FRANCIS RT #17,F,Monday,"1st, 3rd, 5th",9,Eucalyptus Dr,Right,Brotherhood Way,Arballo Dr,7:00:00 AM,8:00:00 AM,,
BIZ 17.pdf,PARK MERCED/ST. FRANCIS RT #17,F,Monday,"1st, 3rd, 5th",10,Eucalyptus Dr,Right,Arballo Dr,Higuera Ave,7:00:00 AM,8:00:00 AM,,
BIZ 17.pdf,PARK MERCED/ST. FRANCIS RT #17,F,Thursday,,1,O'Shaughnessy Blvd,Right,Portola Dr,CUL-DE-SAC-END,7:00:00 AM,8:00:00 AM,22436000,
BIZ 17.pdf,PARK MERCED/ST. FRANCIS RT #17,F,Thursday,,2,Portola Dr,Right,Evelyn Way,O'Shaughnessy Blvd,7:00:00 AM,8:00:00 AM,22433000,
BIZ 17.pdf,PARK MERCED/ST. FRANCIS RT #17,F,Thursday,,3,Junipero Serra Blvd,Right,Sloat Blvd,19th Ave,7:00:00 AM,8:00:00 AM,23141000,22556000
BIZ 17.pdf,PARK MERCED/ST. FRANCIS RT #17,F,Thursday,,4,Junipero Serra Blvd,Left,19th Ave,Sloat Blvd,7:00:00 AM,8:00:00 AM,22556000,23141000
BIZ 17.pdf,PARK MERCED/ST. FRANCIS RT #17,F,Tuesday,,1,Portola Dr,Right,"Burnett Ave, Portola Dr",Clipper St Connection,7:00:00 AM,8:00:00 AM,,
BIZ 17.pdf,PARK MERCED/ST. FRANCIS RT #17,F,Tuesday,,2,O'Shaughnessy Blvd,Left,Cul-De-Sac,-End,7:00:00 AM,8:00:00 AM,,
BIZ 17.pdf,PARK MERCED/ST. FRANCIS RT #17,F,Tuesday,,3,Portola Dr,Right,Woodside Ave,Evelyn Way,7:00:00 AM,8:00:00 AM,22436000,22433000
BIZ 17.pdf,PARK MERCED/ST. FRANCIS RT #17,F,Tuesday,,4,Evelyn Way,Right,Juanita Way,Portola Dr,7:00:00 AM,8:00:00 AM,22423000,22433000
BIZ 17.pdf,PARK MERCED/ST. FRANCIS RT #17,F,Tuesday,,5,Portola Dr,Center,Evelyn Way,Fowler Ave,7:00:00 AM,8:00:00 AM,22433000,
BIZ 17.pdf,PARK MERCED/ST. FRANCIS RT #17,F,Tuesday,,6,Fowler Ave,Right,Portola Dr,Juanita Way,7:00:00 AM,8:00:00 AM,22424000,22420000
BIZ 17.pdf,PARK MERCED/ST. FRANCIS RT #17,F,Tuesday,,7,Portola Dr,Left,Fowler Ave,O'Shaughnessy Blvd,7:00:00 AM,8:00:00 AM,,
BIZ 17.pdf,PARK MERCED/ST. FRANCIS RT #17,F,Tuesday,,8,Portola Dr,Right,Evelyn Way,Laguna Honda Blvd,7:00:00 AM,8:00:00 AM,22433000,22840000
BIZ 17.pdf,PARK MERCED/ST. FRANCIS RT #17,F,Tuesday,,9,Portola Dr,Right,Laguna Honda Blvd,Junipero Serra Blvd,7:00:00 AM,8:00:00 AM,22840000,
BIZ 17.pdf,PARK MERCED/ST. FRANCIS RT #17,F,Tuesday,,10,Winston Dr,Right,"19th Ave, Buckingham Way","Buckingham Way, Winston Dr",7:00:00 AM,8:00:00 AM,23069000,33513000
BIZ 17.pdf,PARK MERCED/ST. FRANCIS RT #17,F,Tuesday,,11,Buckingham Way,Right,Winston Dr,19th Ave,7:00:00 AM,8:00:00 AM,33513000,23068000
BIZ 17.pdf,PARK MERCED/ST. FRANCIS RT #17,F,Tuesday,,12,Buckingham Way,Right,19th Ave,Winston Dr,7:00:00 AM,8:00:00 AM,23068000,33513000
BIZ 17.pdf,PARK MERCED/ST. FRANCIS RT #17,F,Tuesday,,13,Winston Dr,Right,Buckingham Way,Lake Merced Blvd,7:00:00 AM,8:00:00 AM,33513000,33512000
BIZ 17.pdf,PARK MERCED/ST. FRANCIS RT #17,F,Tuesday,,14,Winston Dr,Right,Lake Merced Blvd,Buckingham Way,7:00:00 AM,8:00:00 AM,33512000,33513000
BIZ 17.pdf,PARK MERCED/ST. FRANCIS RT #17,F,Tuesday,,15,Winston Dr,Right,Buckingham Way,19th Ave,7:00:00 AM,8:00:00 AM,33513000,23069000
BIZ 17.pdf,PARK MERCED/ST. FRANCIS RT #17,F,Wednesday,,1,Portola Dr,Right,Evelyn Way,O'Shaughnessy Blvd,7:00:00 AM,8:00:00 AM,22433000,
BIZ 17.pdf,PARK MERCED/ST. FRANCIS RT #17,F,Wednesday,,2,Lake Merced Blvd,Right,Winston Dr,Brotherhood Way,7:00:00 AM,8:00:00 AM,33512000,33540000
BIZ 17.pdf,PARK MERCED/ST. FRANCIS RT #17,F,Wednesday,,3,Junipero Serra Blvd,Right,19th Ave,Sloat Blvd,7:00:00 AM,8:00:00 AM,22556000,23141000
BIZ 17.pdf,PARK MERCED/ST. FRANCIS RT #17,F,Wednesday,,4,Junipero Serra Blvd,Left,Sloat Blvd,19th Ave,7:00:00 AM,8:00:00 AM,23141000,22556000
BIZ 18.pdf,GLEN PARK RT #18,D,Friday,"1st, 3rd, 5th",1,Cortland Ave,Right,Folsom St,Bocana St,7:00 AM,8:00 AM,21079000,21246000
BIZ 18.pdf,GLEN PARK RT #18,D,Friday,"1st, 3rd, 5th",2,Diamond St,Right,San Jose Ave,Bosworth St,7:00 AM,8:00 AM,33375000,21940000
BIZ 18.pdf,GLEN PARK RT #18,D,Friday,"1st, 3rd, 5th",3,Lyell St,Right,Still St,Bosworth St,7:00 AM,8:00 AM,33700000,21785000
BIZ 18.pdf,GLEN PARK RT #18,D,Friday,"1st, 3rd, 5th",4,Bosworth St,Right,Lyell St,Elk St,7:00 AM,8:00 AM,21788000,
BIZ 18.pdf,GLEN PARK RT #18,D,Friday,"1st, 3rd, 5th",5,Elk St,Right,Bosworth St,Paradise Ave,7:00 AM,8:00 AM,22267000,22266000
BIZ 18.pdf,GLEN PARK RT #18,D,Friday,"1st, 3rd, 5th",6,Diamond St,Right,Bosworth St,Chenery St,7:00 AM,8:00 AM,21940000,21942000
BIZ 18.pdf,GLEN PARK RT #18,D,Friday,"1st, 3rd, 5th",7,Chenery St,Right,Carrie St,Thor Ave,7:00 AM,8:00 AM,21935000,21944000
BIZ 18.pdf,GLEN PARK RT #18,D,Monday,"1st, 3rd, 5th",1,Cortland Ave,Right,Bocana St,Folsom St,7:00 AM,8:00 AM,21246000,21079000
BIZ 18.pdf,GLEN PARK RT #18,D,Monday,"1st, 3rd, 5th",2,Highland Ave,Right,400' E/Leese St,Holly Park Circle,7:00 AM,8:00 AM,,
BIZ 18.pdf,GLEN PARK RT #18,D,Monday,"1st, 3rd, 5th",3,Holly Park Circle,Right,Highland Ave,Park St,7:00 AM,8:00 AM,21242000,21235000
BIZ 18.pdf,GLEN PARK RT #18,D,Monday,"1st, 3rd, 5th",4,Park St,Right,Holly Park Circle,Leese St,7:00 AM,8:00 AM,21235000,21821000
BIZ 18.pdf,GLEN PARK RT #18,D,Monday,"1st, 3rd, 5th",5,Bosworth St,Right,Diamond St,Lyell St,7:00 AM,8:00 AM,21940000,21788000
BIZ 18.pdf,GLEN PARK RT #18,D,Monday,"1st, 3rd, 5th",6,Chenery St,Right,Thor Ave,Carrie St,7:00 AM,8:00 AM,21944000,21935000
BIZ 18.pdf,GLEN PARK RT #18,D,Monday,"1st, 3rd, 5th",7,Diamond St,Right,Chenery St,Monterey Blvd,7:00 AM,8:00 AM,21942000,
BIZ 18.pdf,GLEN PARK RT #18,D,Thursday,"1st, 3rd, 5th",1,Cortland Ave,Right,Bocana St,Folsom St,7:00 AM,8:00 AM,21246000,21079000
BIZ 18.pdf,GLEN PARK RT #18,D,Thursday,"1st, 3rd, 5th",2,Alemany Blvd,Right,Putnam St,Justin St,7:00 AM,8:00 AM,,
BIZ 18.pdf,GLEN PARK RT #18,D,Thursday,"1st, 3rd, 5th",3,Chenery St,Right,Thor Ave,Carrie St,7:00 AM,8:00 AM,21944000,21935000
BIZ 18.pdf,GLEN PARK RT #18,D,Thursday,"1st, 3rd, 5th",4,Diamond St,Right,Chenery St,San Jose Ave,7:00 AM,8:00 AM,21942000,33375000
BIZ 18.pdf,GLEN PARK RT #18,D,Thursday,"1st, 3rd, 5th",5,Gennessee St,Left,Monterey Blvd,Joost Ave,7:00 AM,8:00 AM,22245000,22260000
BIZ 18.pdf,GLEN PARK RT #18,D,Thursday,"1st, 3rd, 5th",6,Monterey Blvd,Right,Ridgewood Ave,Foerster St,7:00 AM,8:00 AM,22256000,22232000
BIZ 18.pdf,GLEN PARK RT #18,D,Tuesday,"1st, 3rd, 5th",1,Cortland Ave,Right,Folsom St,Bocana St,7:00 AM,8:00 AM,21079000,21246000
