SOURCE_FILE,ROUTE_BOOK,ZONE,DAY_OF_WEEK,WEEKS_OF_MONTH,STEP_NUMBER,STREET_NAME,SIDE,FROM_STREET,TO_STREET,TIME_START,TIME_END,FROM_CNN,TO_CNN
RT.115   HAIGHT.pdf,HAIGHT/ANZA RT #15,,Monday,,7,Stanyan St,Right,Parnassus Ave,Frederick St,8:00 AM,10:00 AM,26302000,26427000
RT.115   HAIGHT.pdf,HAIGHT/ANZA RT #15,C,Monday,,8,Mayfair Dr,Right,Laurel St,Spruce St,6:00 AM,8:00 AM,26919000,26411000
RT.115   HAIGHT.pdf,HAIGHT/ANZA RT #15,C,Monday,,8,Parker Ave,Right,Turk St,Fulton St,6:00 AM,8:00 AM,26481000,26411000
RT.115   HAIGHT.pdf,HAIGHT/ANZA RT #15,,Monday,,8,Beulah St,Right,Stanyan St,Cole St,8:00 AM,10:00 AM,26428000,26411000
RT.115   HAIGHT.pdf,HAIGHT/ANZA RT #15,C,Monday,,9,Parker Ave,Right,Turk St,Anza St,6:00 AM,8:00 AM,26481000,26488000
RT.115   HAIGHT.pdf,HAIGHT/ANZA RT #15,C,Monday,,9,Spruce St,Right,Mayfair Dr,California St,6:00 AM,8:00 AM,26944000,26488000
RT.115   HAIGHT.pdf,HAIGHT/ANZA RT #15,C,Monday,,10,Anza St,Right,Parker Ave,Masonic Ave,6:00 AM,8:00 AM,26488000,
RT.115   HAIGHT.pdf,HAIGHT/ANZA RT #15,,Tuesday,,1,Parnassus Ave,Right,05th Ave,Willard St,6:00 AM,7:00 AM,,
RT.115   HAIGHT.pdf,HAIGHT/ANZA RT #15,,Wednesday,,1,Masonic Ave,Right,Golden Gate Ave,Fulton St,9:00 AM,11:00 AM,26383000,26007000
RT.115   HAIGHT.pdf,HAIGHT/ANZA RT #15,,Wednesday,,1,Saint Joseph's Ave,Right,Turk St,O'Farrell St,9:00 AM,11:00 AM,,
RT.115   HAIGHT.pdf,HAIGHT/ANZA RT #15,,Wednesday,,1,Fulton Street,Right,Masonic Avenue,Loyola Terrace,8:00 AM,10:00 AM,26379000,26007000
RT.115   HAIGHT.pdf,HAIGHT/ANZA RT #15,,Wednesday,,1,Haight Street,Right,Central Avenue,Stanyan Street,7:00 AM,9:00 AM,26340000,26007000
RT.115   HAIGHT.pdf,HAIGHT/ANZA RT #15,,Wednesday,,1,Divisadero St,Right,Page St,14th St,12:00 PM,2:00 PM,26029000,26007000
RT.115   HAIGHT.pdf,HAIGHT/ANZA RT #15,,Wednesday,,1,Parker Ave,Right,Golden Gate Ave,McAllister St,9:00 AM,11:00 AM,26473000,26007000
RT.115   HAIGHT.pdf,HAIGHT/ANZA RT #15,,Wednesday,,1,Clayton St,Right,Fell St,Fulton St,9:00 AM,11:00 AM,26420000,26007000
RT.115   HAIGHT.pdf,HAIGHT/ANZA RT #15,,Wednesday,,1,Temescal Terrace,Right,Turk Street,Golden Gate Avenue,8:00 AM,10:00 AM,26480000,26007000
RT.115   HAIGHT.pdf,HAIGHT/ANZA RT #15,,Wednesday,,2,Fulton Street,Right,Parker Avenue,Stanyan Street,8:00 AM,10:00 AM,26471000,26466000
RT.115   HAIGHT.pdf,HAIGHT/ANZA RT #15,,Wednesday,,2,Atalaya Ter,both,Fulton St,North/End,9:00 AM,11:00 AM,26381000,26466000
RT.115   HAIGHT.pdf,HAIGHT/ANZA RT #15,,Wednesday,,2,Parsons St,Right,Fulton St,Willard North St,9:00 AM,11:00 AM,27198000,26466000
RT.115   HAIGHT.pdf,HAIGHT/ANZA RT #15,,Wednesday,,2,Chabot Terrace,Right,Golden Gate Avenue,Turk Boulevard,8:00 AM,10:00 AM,26458000,26466000
RT.115   HAIGHT.pdf,HAIGHT/ANZA RT #15,,Wednesday,,3,McAllister Street,Right,Stanyan Street,Parker Avenue,8:00 AM,10:00 AM,26477000,26472000
RT.115   HAIGHT.pdf,HAIGHT/ANZA RT #15,,Wednesday,,3,Kittredge Terrace,Right,Turk Boulevard,Golden Gate Avenue,8:00 AM,10:00 AM,26465000,26472000
RT.115   HAIGHT.pdf,HAIGHT/ANZA RT #15,,Wednesday,,3,Willard North St,Right,Edward St,Arguello Blvd,9:00 AM,11:00 AM,,
RT.115   HAIGHT.pdf,HAIGHT/ANZA RT #15,,Wednesday,,4,Roselyn Terrace,Right,Golden Gate Avenue,Turk Boulevard,8:00 AM,10:00 AM,26456000,26464000
RT.115   HAIGHT.pdf,HAIGHT/ANZA RT #15,,Wednesday,,4,Edward St,Right,Geary Blvd,Turk Blvd,9:00 AM,11:00 AM,,
RT.115   HAIGHT.pdf,HAIGHT/ANZA RT #15,,Wednesday,,4,Fulton Street,Right,Stanyan Street,Arguello Boulevard,8:00 AM,10:00 AM,26475000,26464000
RT.115   HAIGHT.pdf,HAIGHT/ANZA RT #15,,Wednesday,,5,Tamalpais Terrace,Right,Turk Boulevard,Golden Gate Avenue,8:00 AM,10:00 AM,26460000,26477000
RT.115   HAIGHT.pdf,HAIGHT/ANZA RT #15,,Wednesday,,5,McAllister Street,Right,Arguello Boulevard,Stanyan Street,8:00 AM,10:00 AM,27204000,26477000
RT.115   HAIGHT.pdf,HAIGHT/ANZA RT #15,,Wednesday,,5,Stanyan St,Right,Geary Blvd,Turk Blvd,9:00 AM,11:00 AM,27221000,26477000
RT.115   HAIGHT.pdf,HAIGHT/ANZA RT #15,,Wednesday,,6,Golden Gate Avenue,Right,Stanyan Street,Arguello Boulevard,8:00 AM,10:00 AM,26479000,26395000
RT.115   HAIGHT.pdf,HAIGHT/ANZA RT #15,,Wednesday,,6,Annapolis Terrace,Right,Golden Gate Avenue,Turk Boulevard,8:00 AM,10:00 AM,26391000,26395000
RT.115   HAIGHT.pdf,HAIGHT/ANZA RT #15,,Wednesday,,7,Rossi Avenue,Right,Turk Boulevard,Anza Street,8:00 AM,10:00 AM,26485000,26486000
RT.115   HAIGHT.pdf,HAIGHT/ANZA RT #15,,Wednesday,,7,Turk Boulevard,Right,Arguello Boulevard,Stanyan Street,8:00 AM,10:00 AM,,
RT.115   HAIGHT.pdf,HAIGHT/ANZA RT #15,,Wednesday,,8,Anza Street,Right,Arguello Boulevard,Parker Avenue,8:00 AM,10:00 AM,27225000,26488000
RT.116   INNER SUNSET.pdf,INNER SUNSET RT #16,,Friday,,1,Garcia Ave,Right,Edgehill Way,Vasquez Ave,13:00:00,15:00:00,22872000,22854000
RT.116   INNER SUNSET.pdf,INNER SUNSET RT #16,,Friday,,1,Wawona St,Right,Taraval St,14th Ave,13:00:00,15:00:00,22967000,22854000
RT.116   INNER SUNSET.pdf,INNER SUNSET RT #16,,Friday,,1,17th Ave,Right,Moraga St,Taraval St,12:00:00,14:00:00,27329000,22854000
RT.116   INNER SUNSET.pdf,INNER SUNSET RT #16,,Friday,,1,Lincoln Way,Right,3rd Ave,9th Ave,12:00:00,14:00:00,27193000,22854000
RT.116   INNER SUNSET.pdf,INNER SUNSET RT #16,,Friday,,1,7th Ave,Right,Kirkham St,Hugo St,11:00:00,13:00:00,27141000,22854000
RT.116   INNER SUNSET.pdf,INNER SUNSET RT #16,,Friday,,2,Hugo St,Right,7th Ave,Arguello Blvd,11:00:00,13:00:00,27151000,22970000
RT.116   INNER SUNSET.pdf,INNER SUNSET RT #16,,Friday,,2,Kirkham St,Right,Funston Ave,19th Ave,12:00:00,14:00:00,27166000,22970000
RT.116   INNER SUNSET.pdf,INNER SUNSET RT #16,,Friday,,2,18th Ave,Right,Taraval St,Moraga St,12:00:00,14:00:00,23182000,22970000
RT.116   INNER SUNSET.pdf,INNER SUNSET RT #16,,Friday,,2,Hernandez Ave,Right,Vasquez Ave,Merced Ave,13:00:00,15:00:00,,
RT.116   INNER SUNSET.pdf,INNER SUNSET RT #16,,Friday,,2,Madrone Ave,Right,Vicente St,Taraval St,13:00:00,15:00:00,22946000,22970000
RT.116   INNER SUNSET.pdf,INNER SUNSET RT #16,,Friday,,3,3rd Ave,Right,Parnassus Ave,Lincoln Way,11:00:00,13:00:00,27065000,22894000
RT.116   INNER SUNSET.pdf,INNER SUNSET RT #16,,Friday,,3,Noriega St,Right,16th Ave,15th Ave,12:00:00,14:00:00,27311000,22894000
RT.116   INNER SUNSET.pdf,INNER SUNSET RT #16,,Friday,,3,Pacheco St,Right,Merced Ave,Magellan Ave,13:00:00,15:00:00,35074000,22894000
RT.116   INNER SUNSET.pdf,INNER SUNSET RT #16,,Friday,,3,Cortes Ave,Right,Taraval St,Dorantes Ave,13:00:00,15:00:00,22971000,22894000
RT.116   INNER SUNSET.pdf,INNER SUNSET RT #16,,Friday,,4,Lincoln Way,Right,Arguello Blvd,Kezar Dr,11:00:00,13:00:00,27178000,22992000
RT.116   INNER SUNSET.pdf,INNER SUNSET RT #16,,Friday,,4,Magellan Ave,Right,Pacheco St,12th Ave,13:00:00,15:00:00,22894000,22992000
RT.116   INNER SUNSET.pdf,INNER SUNSET RT #16,,Friday,,4,15th Ave,Right,Noriega St,Taraval St,12:00:00,14:00:00,27323000,22992000
RT.116   INNER SUNSET.pdf,INNER SUNSET RT #16,,Friday,,4,Dorantes Ave,Right,West/End,Pacheco St,13:00:00,15:00:00,,
RT.116   INNER SUNSET.pdf,INNER SUNSET RT #16,,Friday,,5,Forest Side Ave,Right,Taraval St,Vicente St,13:00:00,15:00:00,33590000,27326000
RT.116   INNER SUNSET.pdf,INNER SUNSET RT #16,,Friday,,5,16th Ave,Right,Taraval St,Moraga St,12:00:00,14:00:00,23178000,27326000
RT.116   INNER SUNSET.pdf,INNER SUNSET RT #16,,Friday,,5,Pacheco St,Right,Magellan Ave,Merced Ave,13:00:00,15:00:00,22894000,27326000
RT.116   INNER SUNSET.pdf,INNER SUNSET RT #16,,Friday,,6,Claremont Blvd,Right,Portola Dr,Dewey Blvd,13:00:00,15:00:00,22921000,22872000
RT.116   INNER SUNSET.pdf,INNER SUNSET RT #16,,Friday,,6,Garcia Ave,Right,Merced Ave,Edgehill Way,13:00:00,15:00:00,22880000,22872000
RT.116   INNER SUNSET.pdf,INNER SUNSET RT #16,,Friday,,6,Cecelia Ave,Right,Rivera St,16th Ave,12:00:00,14:00:00,,
RT.116   INNER SUNSET.pdf,INNER SUNSET RT #16,,Friday,,7,Kensington Way,Right,Claremont Blvd,Ulloa St,13:00:00,15:00:00,,
RT.116   INNER SUNSET.pdf,INNER SUNSET RT #16,,Friday,,8,Kensington Way,Right,Ulloa St,Vasquez Ave,13:00:00,15:00:00,22847000,22879000
RT.116   INNER SUNSET.pdf,INNER SUNSET RT #16,,Friday,,9,Vasquez Ave,Right,Kensington Way,Garcia Ave,13:00:00,15:00:00,35044000,22854000
RT.117   PARK MERCED.pdf,RT #17,,Monday,,1,John Muir Dr,Right,Lake Merced Blvd,Skyline Blvd,9:00 AM,11:00 AM,33539000,23323000
RT.117   PARK MERCED.pdf,RT #17,,Monday,,1,Lakeshore Dr,Right,Berkshire Way,Berkshire Way,10:00 AM,12:00 PM,,
RT.117   PARK MERCED.pdf,RT #17,,Monday,,8,Vidal Dr,Right,Acevedo Ave,Arballo Dr,,,23111000,22565000
RT.117   PARK MERCED.pdf,RT #17,,Monday,,9,Tapia Dr,Right,Serrano Dr,Pinto Ave,,,23097000,23096000
RT.117   PARK MERCED.pdf,RT #17,,Monday,,10,Pinto Ave,Right,Tapia Dr,Arballo Dr,,,23096000,23104000
RT.117   PARK MERCED.pdf,RT #17,,Tuesday,,1,Ocean Ave,Right,Lakeshore Dr,Clearfield Dr,8:00 AM,10:00 AM,23314000,23307000
RT.117   PARK MERCED.pdf,RT #17,,Tuesday,,2,Clearfield Dr,Right,Ocean Ave,Morningside Dr,8:00 AM,10:00 AM,23307000,33530000
RT.117   PARK MERCED.pdf,RT #17,,Tuesday,,3,Morningside Dr,Right,Clearfield Dr,Gellert Dr,8:00 AM,10:00 AM,33530000,28261000
RT.117   PARK MERCED.pdf,RT #17,,Tuesday,,4,Everglade Dr,Right,Gellert Dr,Sloat Blvd,8:00 AM,10:00 AM,23136000,23335000
RT.117   PARK MERCED.pdf,RT #17,,Tuesday,,5,Springfield Dr,Right,Sloat Blvd,Eucalyptus Dr,8:00 AM,10:00 AM,23334000,23298000
RT.117   PARK MERCED.pdf,RT #17,,Wednesday,,1,Inverness Dr,Right,Sloat Blvd,Eucalyptus Dr,8:00 AM,10:00 AM,23222000,22913000
RT.117   PARK MERCED.pdf,RT #17,,Wednesday,,1,San Benito Way,Right,Ocean Ave,Saint Francis Blvd,11:00 AM,1:00 PM,22771000,22913000
RT.117   PARK MERCED.pdf,RT #17,,Wednesday,,2,26th Ave,Right,Eucalyptus Dr,Sloat Blvd,8:00 AM,10:00 AM,23122000,23219000
RT.117   PARK MERCED.pdf,RT #17,,Wednesday,,2,Santa Clara Ave,Right,Saint Francis Blvd,Monterey Blvd,11:00 AM,1:00 PM,22910000,23219000
RT.117   PARK MERCED.pdf,RT #17,,Wednesday,,3,25th Ave,Right,Sloat Blvd,Eucalyptus Dr,8:00 AM,10:00 AM,23215000,22762000
RT.117   PARK MERCED.pdf,RT #17,,Wednesday,,3,San Aleso Ave,Right,Monterey Blvd,Upland Dr,11:00 AM,1:00 PM,22766000,22762000
RT.117   PARK MERCED.pdf,RT #17,,Wednesday,,4,24th Ave,Right,Eucalyptus Dr,Sloat Blvd,8:00 AM,10:00 AM,23118000,22767000
RT.117   PARK MERCED.pdf,RT #17,,Wednesday,,4,Aptos Ave,Right,Upland Dr,Darien Way,11:00 AM,1:00 PM,22769000,22767000
RT.117   PARK MERCED.pdf,RT #17,,Wednesday,,5,Upland Dr,Right,San Benito Way,Aptos Ave,11:00 AM,1:00 PM,22770000,22769000
RT.117   PARK MERCED.pdf,RT #17,,Wednesday,,5,23rd Ave,Right,Sloat Blvd,Eucalyptus Dr,8:00 AM,10:00 AM,23166000,22769000
RT.117   PARK MERCED.pdf,RT #17,,Wednesday,,6,Melba Ave,Right,Eucalyptus Dr,Ocean Ave,8:00 AM,10:00 AM,23090000,23165000
RT.117   PARK MERCED.pdf,RT #17,,Wednesday,,7,22nd Ave,Right,Eucalyptus Dr,Sloat Blvd,8:00 AM,10:00 AM,23086000,23164000
RT.117   PARK MERCED.pdf,RT #17,,Wednesday,,8,21st Ave,Right,Sloat Blvd,Eucalyptus Dr,8:00 AM,10:00 AM,23163000,23084000
RT.117   PARK MERCED.pdf,RT #17,,Wednesday,,9,20th Ave,Right,Eucalyptus Dr,Sloat Blvd,8:00 AM,10:00 AM,23082000,23162000
RT.118   GLEN PARK.pdf,GLEN PARK RT #18,D,Monday,"1st, 3rd, 5th",1,Cortland Ave,Right,Bocana St,Folsom St,7:00:00 AM,8:00:00 AM,21246000,21079000
RT.118   GLEN PARK.pdf,GLEN PARK RT #18,D,Monday,"1st, 3rd, 5th",2,Highland Ave,Right,Mission St,Holly Park Cir,7:00:00 AM,8:00:00 AM,21829000,21242000
RT.118   GLEN PARK.pdf,GLEN PARK RT #18,D,Monday,"1st, 3rd, 5th",3,Holly Park Cir,Right,Highland Ave,Park St,7:00:00 AM,8:00:00 AM,21242000,21235000
RT.118   GLEN PARK.pdf,GLEN PARK RT #18,D,Monday,"1st, 3rd, 5th",4,Park St,Right,Holly Park Cir,Leese St,7:00:00 AM,8:00:00 AM,21235000,21821000
RT.118   GLEN PARK.pdf,GLEN PARK RT#18,,Friday,,1,Flood Ave,Right,Circular Ave,Hazelwood Ave,1:00:00 PM,3:00:00 PM,33389000,21931000
RT.118   GLEN PARK.pdf,GLEN PARK RT#18,,Friday,,1,Surrey St,Right,Chenery St,Lippard Ave,11:00:00 AM,1:00:00 PM,21983000,21931000
RT.118   GLEN PARK.pdf,GLEN PARK RT#18,,Friday,,1,Joost Ave,Right,Monterey Blvd,Foerster St,12:00:00 PM,2:00:00 PM,33695000,21931000
RT.118   GLEN PARK.pdf,GLEN PARK RT#18,,Friday,,1,Laidley St,Right,Castro St,Roanoke St,10:00:00 AM,12:00:00 PM,21933000,21931000
RT.118   GLEN PARK.pdf,GLEN PARK RT#18,,Friday,,2,Roanoke St,Right,Laidley St,"Bemis St, Moffitt St",10:00:00 AM,12:00:00 PM,21931000,21932000
RT.118   GLEN PARK.pdf,GLEN PARK RT#18,,Friday,,2,Van Buren St,Right,Surrey St,Sussex St,11:00:00 AM,1:00:00 PM,21969000,21932000
RT.118   GLEN PARK.pdf,GLEN PARK RT#18,,Friday,,2,Melrose Ave,Right,Teresita Blvd,Congo St,12:00:00 PM,2:00:00 PM,22290000,21932000
RT.118   GLEN PARK.pdf,GLEN PARK RT#18,,Friday,,2,Staples Ave,Right,Hazelwood Ave,Circular Ave,1:00:00 PM,3:00:00 PM,22241000,21932000
RT.118   GLEN PARK.pdf,GLEN PARK RT#18,,Friday,,3,Mateo St,Right,Bemis St,Arlington St,10:00:00 AM,12:00:00 PM,21881000,21856000
RT.118   GLEN PARK.pdf,GLEN PARK RT#18,,Friday,,3,Stillings Ave,Right,Congo St,Teresita Blvd,12:00:00 PM,2:00:00 PM,22270000,21856000
RT.118   GLEN PARK.pdf,GLEN PARK RT#18,,Friday,,3,Moffitt St,Right,Diamond St,Bemis St,11:00:00 AM,1:00:00 PM,21959000,21856000
RT.118   GLEN PARK.pdf,GLEN PARK RT#18,,Friday,,3,Judson Ave,Right,"Circular Ave, Detroit St, Paulding St",Hazelwood Ave,1:00:00 PM,3:00:00 PM,22152000,21856000
RT.118   GLEN PARK.pdf,GLEN PARK RT#18,,Friday,,4,Roanoke St,Right,Arlington St,Laidley St,10:00:00 AM,12:00:00 PM,21866000,21931000
RT.118   GLEN PARK.pdf,GLEN PARK RT#18,,Friday,,4,Unnamed 115,Right,Foerster (Split),Melrose Ave,12:00:00 PM,2:00:00 PM,,
RT.118   GLEN PARK.pdf,GLEN PARK RT#18,,Friday,,4,Castro St,Right,Bemis St,Chenery St,11:00:00 AM,1:00:00 PM,,
RT.118   GLEN PARK.pdf,GLEN PARK RT#18,,Friday,,4,Hearst Ave,Right,Ridgewood Ave,Circular Ave,1:00:00 PM,3:00:00 PM,22254000,21931000
RT.118   GLEN PARK.pdf,GLEN PARK RT#18,,Friday,,5,Melrose Ave,Right,Foerster St,Gennessee St,12:00:00 PM,2:00:00 PM,22353000,21872000
RT.118   GLEN PARK.pdf,GLEN PARK RT#18,,Friday,,5,Laidley St,Right,Roanoke St,Miguel St,10:00:00 AM,12:00:00 PM,21931000,21872000
RT.118   GLEN PARK.pdf,GLEN PARK RT#18,,Friday,,5,Carrie St,Right,Chenery St,Wilder St,11:00:00 AM,1:00:00 PM,21935000,21872000
RT.118   GLEN PARK.pdf,GLEN PARK RT#18,,Friday,,6,Arlington St,Right,Bosworth St,Mateo St,11:00:00 AM,1:00:00 PM,21930000,21856000
RT.118   GLEN PARK.pdf,GLEN PARK RT#18,,Friday,,6,Joost Ave,Right,Gennessee St,Ridgewood Ave,12:00:00 PM,2:00:00 PM,22260000,21856000
RT.118   GLEN PARK.pdf,GLEN PARK RT#18,,Friday,,6,Chenery St,Right,"Miguel St, Whitney St",Castro St,10:00:00 AM,12:00:00 PM,21869000,21856000
RT.118   GLEN PARK.pdf,GLEN PARK RT#18,,Friday,,7,Mangels Ave,Right,Ridgewood Ave,Baden St,12:00:00 PM,2:00:00 PM,22386000,21981000
RT.118   GLEN PARK.pdf,GLEN PARK RT#18,,Friday,,7,Mateo St,Right,Arlington St,East/End,11:00:00 AM,1:00:00 PM,21856000,21981000
RT.118   GLEN PARK.pdf,GLEN PARK RT#18,,Friday,,7,Chenery St,Right,Thor Ave,Elk St,10:00:00 AM,12:00:00 PM,21944000,21981000
RT.118   GLEN PARK.pdf,GLEN PARK RT#18,,Friday,,8,Mateo St,Right,East/End,Arlington St,11:00:00 AM,1:00:00 PM,,
RT.118   GLEN PARK.pdf,GLEN PARK RT#18,,Friday,,9,Arlington St,Right,Mateo St,Miguel St,11:00:00 AM,1:00:00 PM,21856000,21855000
RT.118   GLEN PARK.pdf,GLEN PARK RT#18,,Friday,,10,Miguel St,Right,Arlington St,Bemis St,11:00:00 AM,1:00:00 PM,21855000,21873000
RT.119   MARINA.pdf,MARINA RT #19,,Thursday,,1,Gough St,Right,Broadway,Lombard St,8:00:00 AM,10:00:00 AM,26568000,26706000
RT.119   MARINA.pdf,MARINA RT #19,,Thursday,,1,Van Ness Ave,Right,Union St,Francisco St,8:00:00 AM,10:00:00 AM,26686000,26706000
RT.119   MARINA.pdf,MARINA RT #19,,Thursday,,2,Franklin St,Right,Bay St,Lombard St,8:00:00 AM,10:00:00 AM,26723000,26554000
RT.119   MARINA.pdf,MARINA RT #19,,Thursday,,2,Franklin St,Left,Broadway,Green St,8:00:00 AM,10:00:00 AM,26555000,26554000
RT.119   MARINA.pdf,MARINA RT #19,,Thursday,,3,Gough St,Right,Lombard St,Bay St,8:00:00 AM,10:00:00 AM,26715000,26699000
RT.119   MARINA.pdf,MARINA RT #19,,Thursday,,3,Franklin St,Left,Union St,Lombard St,8:00:00 AM,10:00:00 AM,26687000,26699000
RT.119   MARINA.pdf,MARINA RT #19,,Thursday,,4,Broadway,Right,Van Ness Ave,Lyon St,8:00:00 AM,10:00:00 AM,26547000,26887000
RT.120   CHINATOWN.pdf,CHINATOWN RT #20,,Friday,,1,Folsom St,Left,08th St,07th St,4:00:00 AM,6:00:00 AM,24272000,24262000
RT.120   CHINATOWN.pdf,CHINATOWN RT #20,,Friday,,2,07th St,Left,Folsom St,Howard St,4:00:00 AM,6:00:00 AM,24262000,24265000
RT.120   CHINATOWN.pdf,CHINATOWN RT #20,,Friday,,3,08th St,Right,Howard St,Folsom St,4:00:00 AM,6:00:00 AM,24299000,24272000
RT.120   CHINATOWN.pdf,CHINATOWN RT #20,,Friday,,4,Folsom St,Left,07th St,05th St,4:00:00 AM,6:00:00 AM,24262000,23937000
RT.120   CHINATOWN.pdf,CHINATOWN RT #20,,Friday,,9,11th St,Right,Minna St,Folsom St,4:00:00 AM,6:00:00 AM,24363000,24238000
RT.120   CHINATOWN.pdf,CHINATOWN RT #20,,Friday,,10,Folsom St,Right,11th St,12th St,4:00:00 AM,6:00:00 AM,24238000,24347000
RT.120   CHINATOWN.pdf,CHINATOWN RT #20,,Friday,,11,11th St,Right,Folsom St,"13th St, Bryant St, Division St",4:00:00 AM,6:00:00 AM,24238000,24216000
RT.120   CHINATOWN.pdf,CHINATOWN RT #20,,Friday,,12,Folsom St,Left,11th St,Juniper St,4:00:00 AM,6:00:00 AM,24238000,24244000
RT.120   CHINATOWN.pdf,CHINATOWN RT #20,,Friday,,13,Juniper St,Left,-End-,Folsom St,4:00:00 AM,6:00:00 AM,,
RT.120   CHINATOWN.pdf,CHINATOWN RT #20,,Friday,,14,Juniper St,Right,-End-,Folsom St,4:00:00 AM,6:00:00 AM,,
RT.120   CHINATOWN.pdf,CHINATOWN RT #20,,Friday,,15,Folsom St,Left,Juniper St,09th St,4:00:00 AM,6:00:00 AM,24244000,24246000
RT.120   CHINATOWN.pdf,CHINATOWN RT #20,,Friday,,16,10th St,Right,Folsom St,Bryant St,4:00:00 AM,6:00:00 AM,24233000,24192000
RT.120   CHINATOWN.pdf,CHINATOWN RT #20,,Friday,,17,Bryant St,Left,11th St,09th St,4:00:00 AM,6:00:00 AM,,
RT.120   CHINATOWN.pdf,CHINATOWN RT #20,,Friday,,18,09th St,Left,Bryant St,Folsom St,4:00:00 AM,6:00:00 AM,24198000,24246000
RT.120   CHINATOWN.pdf,CHINATOWN RT #20,,Friday,,19,Folsom St,Left,09th St,08th St,4:00:00 AM,6:00:00 AM,24246000,24272000
RT.120   CHINATOWN.pdf,CHINATOWN RT #20,,Thursday,"1st, 3rd",1,Channel,Right,El Dorado St,4th St,02:00,06:00,,
RT.120   CHINATOWN.pdf,CHINATOWN RT #20,,Thursday,"1st, 3rd",2,Mission Rock St,Right,3rd St,4th St,02:00,06:00,23579000,34169000
RT.120   CHINATOWN.pdf,CHINATOWN RT #20,,Thursday,"1st, 3rd",3,China Basin St,Right,4th St,Terry A Francois Blvd,02:00,06:00,34170000,34163000
RT.120   CHINATOWN.pdf,CHINATOWN RT #20,,Thursday,"1st, 3rd",4,Mission Bay North Blvd,Right,Terry A Francois Blvd,4th St,02:00,06:00,34164000,34171000
RT.121   INDUSTRIAL.pdf,INDUSTRIAL RT #21,,Thursday,,1,03rd St,Right,Innes Ave,Paul Ave,2:00:00 AM,6:00:00 AM,20229000,20229000
RT.121   INDUSTRIAL.pdf,INDUSTRIAL RT #21,,Thursday,,1,03rd St,Right,Fitzgerald Ave,Mendell St,2:00:00 AM,6:00:00 AM,20455000,20229000
RT.121   INDUSTRIAL.pdf,INDUSTRIAL RT #21,,Thursday,,1,Innes Ave,Right,Phelps St,03rd St,2:00:00 AM,6:00:00 AM,20671000,20229000
RT.121   INDUSTRIAL.pdf,INDUSTRIAL RT #21,,Thursday,,2,03rd St,Right,Hollister Ave,Fitzgerald Ave,2:00:00 AM,6:00:00 AM,20471000,20455000
RT.121   INDUSTRIAL.pdf,INDUSTRIAL RT #21,,Thursday,,2,Mendell St,Right,"03rd St, Palou Ave",Oakdale Ave,2:00:00 AM,6:00:00 AM,33269000,20455000
RT.121   INDUSTRIAL.pdf,INDUSTRIAL RT #21,,Thursday,,2,Hudson Ave,Right,03rd St,Phelps St,2:00:00 AM,6:00:00 AM,20227000,20455000
RT.121   INDUSTRIAL.pdf,INDUSTRIAL RT #21,,Thursday,,3,Fitzgerald Ave,Right,03rd St,Jennings St,2:00:00 AM,6:00:00 AM,20455000,20454000
RT.121   INDUSTRIAL.pdf,INDUSTRIAL RT #21,,Thursday,,3,03rd St,Right,"Mendell St, Palou Ave",Cesar Chavez St,2:00:00 AM,6:00:00 AM,,
RT.121   INDUSTRIAL.pdf,INDUSTRIAL RT #21,,Thursday,,3,Galvez Ave,Right,Phelps St,03rd St,2:00:00 AM,6:00:00 AM,,
RT.121   INDUSTRIAL.pdf,INDUSTRIAL RT #21,,Thursday,,4,Fairfax Ave,Right,03rd St,Phelps St,2:00:00 AM,6:00:00 AM,20238000,20506000
RT.121   INDUSTRIAL.pdf,INDUSTRIAL RT #21,,Thursday,,4,Lane St,Right,03rd St,Underwood Ave,2:00:00 AM,6:00:00 AM,20485000,20506000
RT.121   INDUSTRIAL.pdf,INDUSTRIAL RT #21,,Wednesday,,1,Rankin St,Right,Oakdale Ave,Newcomb Ave,00:00:00,06:00:00,20748000,20695000
RT.121   INDUSTRIAL.pdf,INDUSTRIAL RT #21,,Wednesday,,2,Newcomb Ave,Right,Rankin St,Quint St,00:00:00,06:00:00,20695000,20688000
RT.121   INDUSTRIAL.pdf,INDUSTRIAL RT #21,,Wednesday,,3,Quint St,Right,Oakdale Ave,Jerrold Ave,00:00:00,06:00:00,20692000,20687000
RT.121   INDUSTRIAL.pdf,INDUSTRIAL RT #21,,Wednesday,,4,Jerrold Ave,Right,Rankin St,Phelps St,00:00:00,06:00:00,33114000,20672000
RT.121   INDUSTRIAL.pdf,INDUSTRIAL RT #21,,Wednesday,,5,Phelps St,Right,Jerrold Ave,Davidson Ave,00:00:00,06:00:00,20672000,20246000
RT.121   INDUSTRIAL.pdf,INDUSTRIAL RT #21,,Wednesday,,6,Evans Ave,Right,3rd St,Marin St,00:00:00,06:00:00,20239000,20712000
RT.121   INDUSTRIAL.pdf,INDUSTRIAL RT #21,,Wednesday,,7,Marin St,Right,East End,Evans Ave,00:00:00,06:00:00,,
RT.121   INDUSTRIAL.pdf,INDUSTRIAL RT #21,,Wednesday,,8,Evans Ave,Right,Marin St,Cesar Chavez St,00:00:00,06:00:00,20712000,20730000
RT.121   INDUSTRIAL.pdf,INDUSTRIAL RT #21,,Wednesday,,9,Evans Ave,Right,Cesar Chavez St,Napoleon St,00:00:00,06:00:00,20730000,
