SOURCE_FILE,ROUTE_BOOK,ZONE,DAY_OF_WEEK,STEP_NUMBER,STREET_NAME,SIDE,FROM_STREET,TO_STREET,SEGMENT_CNN,LNG,LAT,GEOJSON
BIZ 1.pdf,RICHMOND RT #1,C,Friday,1,Fulton St,Right,38th Ave,36th Ave,5942000,-122.495437658,37.772056406,"{""coordinates"":[[-1.224949032990123e+02,3.777208079511499e+01],[-1.224959720158958e+02,3.777203201446766e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,1,Fulton St,Right,38th Ave,36th Ave,5943000,-122.496509419,37.772007482,"{""coordinates"":[[-1.224959720158958e+02,3.777203201446766e+01],[-1.224970468219685e+02,3.777198294701114e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,1,Fulton St,Right,38th Ave,36th Ave,5944000,-122.497580339,37.771958586,"{""coordinates"":[[-1.224970468219685e+02,3.777198294701114e+01],[-1.224981138566128e+02,3.777193422316486e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,1,Fulton St,Right,38th Ave,36th Ave,5945000,-122.49864845,37.771909809,"{""coordinates"":[[-1.224981138566128e+02,3.777193422316486e+01],[-1.224991830421698e+02,3.777188539277603e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,2,Balboa St,Right,42nd Ave,32nd Ave,2676000,-122.491422954,37.775984436,"{""coordinates"":[[-1.224908864630590e+02,3.777600880912313e+01],[-1.224919594445869e+02,3.777596006055089e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,2,Balboa St,Right,42nd Ave,32nd Ave,2677000,-122.492501838,37.7759353,"{""coordinates"":[[-1.224919594445869e+02,3.777596006055089e+01],[-1.224930442318707e+02,3.777591053662226e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,2,Balboa St,Right,42nd Ave,32nd Ave,2678000,-122.493574106,37.775886343,"{""coordinates"":[[-1.224930442318707e+02,3.777591053662226e+01],[-1.224941039794280e+02,3.777586214723699e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,2,Balboa St,Right,42nd Ave,32nd Ave,2679000,-122.494639417,37.775837714,"{""coordinates"":[[-1.224941039794280e+02,3.777586214723699e+01],[-1.224951748537596e+02,3.777581327880202e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,2,Balboa St,Right,42nd Ave,32nd Ave,2680000,-122.495716809,37.775788543,"{""coordinates"":[[-1.224951748537596e+02,3.777581327880202e+01],[-1.224962587634863e+02,3.777576380496502e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,2,Balboa St,Right,42nd Ave,32nd Ave,2681000,-122.496788745,37.775739611,"{""coordinates"":[[-1.224962587634863e+02,3.777576380496502e+01],[-1.224973187267398e+02,3.777571541450322e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,2,Balboa St,Right,42nd Ave,32nd Ave,2682000,-122.49785215,37.775691059,"{""coordinates"":[[-1.224973187267398e+02,3.777571541450322e+01],[-1.224983855721696e+02,3.777566670045248e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,2,Balboa St,Right,42nd Ave,32nd Ave,2683000,-122.498920192,37.775642285,"{""coordinates"":[[-1.224983855721696e+02,3.777566670045248e+01],[-1.224994548112714e+02,3.777561786763154e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,2,Balboa St,Right,42nd Ave,32nd Ave,2684000,-122.499985007,37.775593494,"{""coordinates"":[[-1.224994548112714e+02,3.777561786763154e+01],[-1.225005152020150e+02,3.777556911846897e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,2,Balboa St,Right,42nd Ave,32nd Ave,2685000,-122.501056545,37.775544541,"{""coordinates"":[[-1.225005152020150e+02,3.777556911846897e+01],[-1.225015978882255e+02,3.777551996136108e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,2,Balboa St,Right,42nd Ave,32nd Ave,2686000,-122.502134429,37.775495266,"{""coordinates"":[[-1.225015978882255e+02,3.777551996136108e+01],[-1.225026709703381e+02,3.777547056811111e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,2,Balboa St,Right,42nd Ave,32nd Ave,2687000,-122.503207809,37.77544602,"{""coordinates"":[[-1.225026709703381e+02,3.777547056811111e+01],[-1.225037446473828e+02,3.777542146948841e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,3,32nd Ave,Right,Balboa St,Geary Blvd,1702000,-122.492303721,37.780711803,"{""coordinates"":[[-1.224923751567746e+02,3.778167665491532e+01],[-1.224922322874671e+02,3.777974695066946e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,3,32nd Ave,Right,Balboa St,Geary Blvd,1703000,-122.492163587,37.778784821,"{""coordinates"":[[-1.224922322874671e+02,3.777974695066946e+01],[-1.224920948878417e+02,3.777782269135057e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,3,32nd Ave,Right,Balboa St,Geary Blvd,1704000,-122.492027165,37.776891376,"{""coordinates"":[[-1.224920948878417e+02,3.777782269135057e+01],[-1.224919594445869e+02,3.777596006055089e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,3,32nd Ave,Right,Balboa St,Geary Blvd,1705000,-122.491891599,37.775027008,"{""coordinates"":[[-1.224919594445869e+02,3.777596006055089e+01],[-1.224918237548564e+02,3.777409395450291e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,4,Geary Blvd,Right,32nd Ave,30th Ave,6086101,-122.489549892,37.779810602,"{""coordinates"":[[-1.224890134926772e+02,3.777989057533934e+01],[-1.224891292990203e+02,3.777982166544321e+01],[-1.224899595091996e+02,3.777978330721596e+01],[-1.224900965788821e+02,3.777983983302559e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,4,Geary Blvd,Right,32nd Ave,30th Ave,6086201,-122.489557153,37.779927483,"{""coordinates"":[[-1.224890134926772e+02,3.777989057533934e+01],[-1.224891380514138e+02,3.777995745938323e+01],[-1.224899529239753e+02,3.777991936001138e+01],[-1.224900965788821e+02,3.777983983302559e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,4,Geary Blvd,Right,32nd Ave,30th Ave,6087101,-122.490633285,37.779761351,"{""coordinates"":[[-1.224900965788821e+02,3.777983983302559e+01],[-1.224902074352860e+02,3.777977709252233e+01],[-1.224910629909495e+02,3.777973018304782e+01],[-1.224911670447370e+02,3.777979538170754e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,4,Geary Blvd,Right,32nd Ave,30th Ave,6087201,-122.490640956,37.779884069,"{""coordinates"":[[-1.224900965788821e+02,3.777983983302559e+01],[-1.224902324421513e+02,3.777991082216941e+01],[-1.224910796888347e+02,3.777987598697070e+01],[-1.224911670447370e+02,3.777979538170754e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,4,Geary Blvd,Right,32nd Ave,30th Ave,6088101,-122.491692695,37.779713539,"{""coordinates"":[[-1.224911670447370e+02,3.777979538170754e+01],[-1.224912674022207e+02,3.777972267235688e+01],[-1.224921053879420e+02,3.777968822499142e+01],[-1.224922322874671e+02,3.777974695066946e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,4,Geary Blvd,Right,32nd Ave,30th Ave,6088201,-122.491706286,37.7798315,"{""coordinates"":[[-1.224911670447370e+02,3.777979538170754e+01],[-1.224912862746901e+02,3.777985423702848e+01],[-1.224921091415334e+02,3.777982816151765e+01],[-1.224922322874671e+02,3.777974695066946e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,4,Geary Blvd,Right,32nd Ave,30th Ave,6089101,-122.492758159,37.779663138,"{""coordinates"":[[-1.224922322874671e+02,3.777974695066946e+01],[-1.224923582089630e+02,3.777967380836763e+01],[-1.224931507602698e+02,3.777963455357337e+01],[-1.224932972577751e+02,3.777968836942764e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,4,Geary Blvd,Right,32nd Ave,30th Ave,6089201,-122.492770414,37.779782688,"{""coordinates"":[[-1.224922322874671e+02,3.777974695066946e+01],[-1.224923721879380e+02,3.777981357118513e+01],[-1.224931495987528e+02,3.777977667396885e+01],[-1.224932972577751e+02,3.777968836942764e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,5,30th Ave,Right,Geary Blvd,Balboa St,1641000,-122.490163828,37.780807626,"{""coordinates"":[[-1.224902310783853e+02,3.778177541922218e+01],[-1.224900965788821e+02,3.777983983302559e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,5,30th Ave,Right,Geary Blvd,Balboa St,1642000,-122.490023806,37.778881432,"{""coordinates"":[[-1.224900965788821e+02,3.777983983302559e+01],[-1.224899510353432e+02,3.777792303125040e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,5,30th Ave,Right,Geary Blvd,Balboa St,1643000,-122.489883236,37.776990299,"{""coordinates"":[[-1.224899510353432e+02,3.777792303125040e+01],[-1.224898154392457e+02,3.777605756713346e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,5,30th Ave,Right,Geary Blvd,Balboa St,1644000,-122.48974764,37.775124782,"{""coordinates"":[[-1.224898154392457e+02,3.777605756713346e+01],[-1.224896798425956e+02,3.777419199692229e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,6,Geary Blvd,Right,30th Ave,05th Ave,6060101,-122.462673869,37.781033374,"{""coordinates"":[[-1.224621392783172e+02,3.778111099567905e+01],[-1.224622823228125e+02,3.778103963242916e+01],[-1.224630851728378e+02,3.778100745370426e+01],[-1.224632106800458e+02,3.778107016458272e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,6,Geary Blvd,Right,30th Ave,05th Ave,6060201,-122.462677766,37.781152741,"{""coordinates"":[[-1.224621392783172e+02,3.778111099567905e+01],[-1.224622702180603e+02,3.778117988875647e+01],[-1.224630888180551e+02,3.778114535704375e+01],[-1.224632106800458e+02,3.778107016458272e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,6,Geary Blvd,Right,30th Ave,05th Ave,6061101,-122.463738126,37.780982736,"{""coordinates"":[[-1.224632106800458e+02,3.778107016458272e+01],[-1.224633297970163e+02,3.778099083782209e+01],[-1.224641325355391e+02,3.778095447302204e+01],[-1.224642791699862e+02,3.778101892163687e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,6,Geary Blvd,Right,30th Ave,05th Ave,6061201,-122.46374839,37.781109928,"{""coordinates"":[[-1.224632106800458e+02,3.778107016458272e+01],[-1.224633390416346e+02,3.778114119026317e+01],[-1.224641522074193e+02,3.778110047092437e+01],[-1.224642791699862e+02,3.778101892163687e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,6,Geary Blvd,Right,30th Ave,05th Ave,6062101,-122.464809368,37.780928508,"{""coordinates"":[[-1.224642791699862e+02,3.778101892163687e+01],[-1.224644060217377e+02,3.778093319326889e+01],[-1.224652326304189e+02,3.778090269395041e+01],[-1.224653528706248e+02,3.778096549037471e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,6,Geary Blvd,Right,30th Ave,05th Ave,6062201,-122.464824528,37.781055253,"{""coordinates"":[[-1.224642791699862e+02,3.778101892163687e+01],[-1.224644125800819e+02,3.778108150048162e+01],[-1.224652391351071e+02,3.778104891119673e+01],[-1.224653528706248e+02,3.778096549037471e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,6,Geary Blvd,Right,30th Ave,05th Ave,6063101,-122.465886706,37.780884558,"{""coordinates"":[[-1.224653528706248e+02,3.778096549037471e+01],[-1.224654721510461e+02,3.778089243031132e+01],[-1.224662933806984e+02,3.778085783243142e+01],[-1.224664269028519e+02,3.778092458793969e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,6,Geary Blvd,Right,30th Ave,05th Ave,6063201,-122.465889921,37.781007169,"{""coordinates"":[[-1.224653528706248e+02,3.778096549037471e+01],[-1.224654759665967e+02,3.778103660244238e+01],[-1.224662970871981e+02,3.778099782559607e+01],[-1.224664269028519e+02,3.778092458793969e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,6,Geary Blvd,Right,30th Ave,05th Ave,6064101,-122.466953581,37.780840741,"{""coordinates"":[[-1.224664269028519e+02,3.778092458793969e+01],[-1.224665434924487e+02,3.778084947900876e+01],[-1.224673593971625e+02,3.778081287256762e+01],[-1.224674876526987e+02,3.778087971477624e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,6,Geary Blvd,Right,30th Ave,05th Ave,6064201,-122.466961252,37.780963652,"{""coordinates"":[[-1.224664269028519e+02,3.778092458793969e+01],[-1.224665551565830e+02,3.778099143027944e+01],[-1.224673736971677e+02,3.778095477979819e+01],[-1.224674876526987e+02,3.778087971477624e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,6,Geary Blvd,Right,30th Ave,05th Ave,6065101,-122.468018482,37.780792226,"{""coordinates"":[[-1.224674876526987e+02,3.778087971477624e+01],[-1.224676041858301e+02,3.778080251667727e+01],[-1.224684279359075e+02,3.778076368104384e+01],[-1.224685638725819e+02,3.778082203227175e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,6,Geary Blvd,Right,30th Ave,05th Ave,6065201,-122.468030213,37.780910162,"{""coordinates"":[[-1.224674876526987e+02,3.778087971477624e+01],[-1.224676104737681e+02,3.778094037681715e+01],[-1.224684341699776e+02,3.778089945122095e+01],[-1.224685638725819e+02,3.778082203227175e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,6,Geary Blvd,Right,30th Ave,05th Ave,6066101,-122.469090923,37.780738221,"{""coordinates"":[[-1.224685638725819e+02,3.778082203227175e+01],[-1.224686805152811e+02,3.778074901204703e+01],[-1.224695095328175e+02,3.778071008087780e+01],[-1.224696270312113e+02,3.778076873891666e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,6,Geary Blvd,Right,30th Ave,05th Ave,6066201,-122.469098387,37.780856385,"{""coordinates"":[[-1.224685638725819e+02,3.778082203227175e+01],[-1.224687042725483e+02,3.778089008621727e+01],[-1.224695006756829e+02,3.778084276049243e+01],[-1.224696270312113e+02,3.778076873891666e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,6,Geary Blvd,Right,30th Ave,05th Ave,6067101,-122.470167998,37.780690628,"{""coordinates"":[[-1.224696270312113e+02,3.778076873891666e+01],[-1.224697378932394e+02,3.778070248598188e+01],[-1.224705781241131e+02,3.778066295978710e+01],[-1.224707167497632e+02,3.778072335355806e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,6,Geary Blvd,Right,30th Ave,05th Ave,6067201,-122.470175133,37.780810721,"{""coordinates"":[[-1.224696270312113e+02,3.778076873891666e+01],[-1.224697573764061e+02,3.778083847186314e+01],[-1.224705825673702e+02,3.778080478184786e+01],[-1.224707167497632e+02,3.778072335355806e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,6,Geary Blvd,Right,30th Ave,05th Ave,6068101,-122.47124359,37.780642234,"{""coordinates"":[[-1.224707167497632e+02,3.778072335355806e+01],[-1.224708150088995e+02,3.778065272842547e+01],[-1.224716710447927e+02,3.778061563749763e+01],[-1.224717754596189e+02,3.778068110380601e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,6,Geary Blvd,Right,30th Ave,05th Ave,6068201,-122.471252323,37.780763558,"{""coordinates"":[[-1.224707167497632e+02,3.778072335355806e+01],[-1.224708503748992e+02,3.778078939403562e+01],[-1.224716767691454e+02,3.778075538062715e+01],[-1.224717754596189e+02,3.778068110380601e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,6,Geary Blvd,Right,30th Ave,05th Ave,6069101,-122.472034423,37.780617572,"{""coordinates"":[[-1.224717754596189e+02,3.778068110380601e+01],[-1.224718598505683e+02,3.778060857652484e+01],[-1.224721591046857e+02,3.778059494526413e+01],[-1.224723122560973e+02,3.778065582778687e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,6,Geary Blvd,Right,30th Ave,05th Ave,6069201,-122.472043523,37.780721433,"{""coordinates"":[[-1.224717754596189e+02,3.778068110380601e+01],[-1.224718735748936e+02,3.778074524333996e+01],[-1.224721672642002e+02,3.778073566243128e+01],[-1.224723122560973e+02,3.778065582778687e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,6,Geary Blvd,Right,30th Ave,05th Ave,6070101,-122.472578322,37.78058834,"{""coordinates"":[[-1.224723122560973e+02,3.778065582778687e+01],[-1.224724628572673e+02,3.778057266821124e+01],[-1.224727309623783e+02,3.778056065974160e+01],[-1.224728439942403e+02,3.778063078717287e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,6,Geary Blvd,Right,30th Ave,05th Ave,6070201,-122.472586944,37.780699731,"{""coordinates"":[[-1.224723122560973e+02,3.778065582778687e+01],[-1.224724705545188e+02,3.778072627073426e+01],[-1.224727425320629e+02,3.778071408570656e+01],[-1.224728439942403e+02,3.778063078717287e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,6,Geary Blvd,Right,30th Ave,05th Ave,6071101,-122.473404175,37.780543173,"{""coordinates"":[[-1.224728439942403e+02,3.778063078717287e+01],[-1.224729410587246e+02,3.778055557765593e+01],[-1.224738376335001e+02,3.778051490861272e+01],[-1.224739824703323e+02,3.778057538204997e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,6,Geary Blvd,Right,30th Ave,05th Ave,6071201,-122.473414527,37.7806635,"{""coordinates"":[[-1.224728439942403e+02,3.778063078717287e+01],[-1.224729446551040e+02,3.778069420280594e+01],[-1.224738565842684e+02,3.778065053335646e+01],[-1.224739824703323e+02,3.778057538204997e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,6,Geary Blvd,Right,30th Ave,05th Ave,6072101,-122.474530764,37.780497769,"{""coordinates"":[[-1.224739824703323e+02,3.778057538204997e+01],[-1.224740983994872e+02,3.778051054244654e+01],[-1.224749618057713e+02,3.778046970555486e+01],[-1.224750835810835e+02,3.778052853441482e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,6,Geary Blvd,Right,30th Ave,05th Ave,6072201,-122.474538669,37.780617376,"{""coordinates"":[[-1.224739824703323e+02,3.778057538204997e+01],[-1.224741045134581e+02,3.778064435254204e+01],[-1.224749757533213e+02,3.778060947129427e+01],[-1.224750835810835e+02,3.778052853441482e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,6,Geary Blvd,Right,30th Ave,05th Ave,6073101,-122.475621303,37.780443034,"{""coordinates"":[[-1.224750835810835e+02,3.778052853441482e+01],[-1.224751941803607e+02,3.778045566745343e+01],[-1.224760370790754e+02,3.778041313758614e+01],[-1.224761691892557e+02,3.778047584944073e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,6,Geary Blvd,Right,30th Ave,05th Ave,6073201,-122.475630745,37.780566768,"{""coordinates"":[[-1.224750835810835e+02,3.778052853441482e+01],[-1.224752030152379e+02,3.778059551883122e+01],[-1.224760409642915e+02,3.778055915788176e+01],[-1.224761691892557e+02,3.778047584944073e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,6,Geary Blvd,Right,30th Ave,05th Ave,6074101,-122.476701867,37.780396972,"{""coordinates"":[[-1.224761691892557e+02,3.778047584944073e+01],[-1.224762798413732e+02,3.778040501012047e+01],[-1.224771076155537e+02,3.778037084077256e+01],[-1.224772398885688e+02,3.778043963650637e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,6,Geary Blvd,Right,30th Ave,05th Ave,6074201,-122.476704092,37.780515968,"{""coordinates"":[[-1.224761691892557e+02,3.778047584944073e+01],[-1.224763073538809e+02,3.778054572175075e+01],[-1.224771137360693e+02,3.778050465069626e+01],[-1.224772398885688e+02,3.778043963650637e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,6,Geary Blvd,Right,30th Ave,05th Ave,6075101,-122.47776699,37.780349438,"{""coordinates"":[[-1.224772398885688e+02,3.778043963650637e+01],[-1.224773453185201e+02,3.778036482552081e+01],[-1.224781778267189e+02,3.778031636678745e+01],[-1.224783048794847e+02,3.778038119070378e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,6,Geary Blvd,Right,30th Ave,05th Ave,6075201,-122.477775303,37.780466098,"{""coordinates"":[[-1.224772398885688e+02,3.778043963650637e+01],[-1.224773539954450e+02,3.778049859256252e+01],[-1.224781890622519e+02,3.778045009086211e+01],[-1.224783048794847e+02,3.778038119070378e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,6,Geary Blvd,Right,30th Ave,05th Ave,6076101,-122.47883644,37.780299837,"{""coordinates"":[[-1.224783048794847e+02,3.778038119070378e+01],[-1.224784128642549e+02,3.778030633587245e+01],[-1.224792458586751e+02,3.778027612210661e+01],[-1.224793829752055e+02,3.778033468992500e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,6,Geary Blvd,Right,30th Ave,05th Ave,6076201,-122.478845912,37.780419373,"{""coordinates"":[[-1.224783048794847e+02,3.778038119070378e+01],[-1.224784140361019e+02,3.778044631571046e+01],[-1.224792545919183e+02,3.778041191678755e+01],[-1.224793829752055e+02,3.778033468992500e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,6,Geary Blvd,Right,30th Ave,05th Ave,6077101,-122.479906546,37.780246138,"{""coordinates"":[[-1.224793829752055e+02,3.778033468992500e+01],[-1.224794907437189e+02,3.778025172125347e+01],[-1.224803160669071e+02,3.778022162871299e+01],[-1.224804506282084e+02,3.778028023822436e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,6,Geary Blvd,Right,30th Ave,05th Ave,6077201,-122.479922629,37.780371195,"{""coordinates"":[[-1.224793829752055e+02,3.778033468992500e+01],[-1.224794946357400e+02,3.778039774234025e+01],[-1.224803250195405e+02,3.778036553522760e+01],[-1.224804506282084e+02,3.778028023822436e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,6,Geary Blvd,Right,30th Ave,05th Ave,6078101,-122.480974999,37.780197917,"{""coordinates"":[[-1.224804506282084e+02,3.778028023822436e+01],[-1.224805713398217e+02,3.778020313801402e+01],[-1.224813890459571e+02,3.778017519457696e+01],[-1.224815157225170e+02,3.778022581893426e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,6,Geary Blvd,Right,30th Ave,05th Ave,6078201,-122.48098725,37.780317549,"{""coordinates"":[[-1.224804506282084e+02,3.778028023822436e+01],[-1.224805752339405e+02,3.778034915816557e+01],[-1.224813925629623e+02,3.778030701950239e+01],[-1.224815157225170e+02,3.778022581893426e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,6,Geary Blvd,Right,30th Ave,05th Ave,6079101,-122.482054167,37.780151274,"{""coordinates"":[[-1.224815157225170e+02,3.778022581893426e+01],[-1.224816418707139e+02,3.778016080093238e+01],[-1.224824721415417e+02,3.778012452320255e+01],[-1.224825915286882e+02,3.778018947146320e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,6,Geary Blvd,Right,30th Ave,05th Ave,6079201,-122.482055418,37.780270433,"{""coordinates"":[[-1.224815157225170e+02,3.778022581893426e+01],[-1.224816455504859e+02,3.778029870912128e+01],[-1.224824859948764e+02,3.778026023164792e+01],[-1.224825915286882e+02,3.778018947146320e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,6,Geary Blvd,Right,30th Ave,05th Ave,6080101,-122.483122578,37.780104728,"{""coordinates"":[[-1.224825915286882e+02,3.778018947146320e+01],[-1.224827046219252e+02,3.778011452671299e+01],[-1.224835322827304e+02,3.778007625672803e+01],[-1.224836619499092e+02,3.778014306052777e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,6,Geary Blvd,Right,30th Ave,05th Ave,6080201,-122.483130686,37.780225622,"{""coordinates"":[[-1.224825915286882e+02,3.778018947146320e+01],[-1.224827108066377e+02,3.778025036410845e+01],[-1.224835310154338e+02,3.778022033505562e+01],[-1.224836619499092e+02,3.778014306052777e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,6,Geary Blvd,Right,30th Ave,05th Ave,6081101,-122.484190373,37.780053814,"{""coordinates"":[[-1.224836619499092e+02,3.778014306052777e+01],[-1.224837876085093e+02,3.778005978682162e+01],[-1.224845872541383e+02,3.778002603815644e+01],[-1.224847322613633e+02,3.778009258256169e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,6,Geary Blvd,Right,30th Ave,05th Ave,6081201,-122.48420069,37.780177135,"{""coordinates"":[[-1.224836619499092e+02,3.778014306052777e+01],[-1.224837889529996e+02,3.778020585078076e+01],[-1.224846038298697e+02,3.778016778749627e+01],[-1.224847322613633e+02,3.778009258256169e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,6,Geary Blvd,Right,30th Ave,05th Ave,6082101,-122.485264275,37.780005213,"{""coordinates"":[[-1.224847322613633e+02,3.778009258256169e+01],[-1.224848605830503e+02,3.778001332109348e+01],[-1.224856780697279e+02,3.777997723596923e+01],[-1.224858075759804e+02,3.778003795324434e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,6,Geary Blvd,Right,30th Ave,05th Ave,6082201,-122.485274447,37.780124503,"{""coordinates"":[[-1.224847322613633e+02,3.778009258256169e+01],[-1.224848823276957e+02,3.778015701204657e+01],[-1.224856842045154e+02,3.778011104547605e+01],[-1.224858075759804e+02,3.778003795324434e+01]],""type"":""LineString""}"
BIZ 1.pdf,RICHMOND RT #1,C,Friday,6,Geary Blvd,Right,30th Ave,05th Ave,6083101,-122.486341097,37.779958611,"{""coordinates"":[[-1.224858075759804e+02,3.778003795324434e+01],[-1.224859310545135e+02,3.777996891641185e+01],[-1.224867561549659e+02,3.777993066777196e+01],[-1.224868780472322e+02,3.777999353996546e+01]],""type"":""LineString""}"
